1.2D2D2D|0|
1.E8B79E|157+5|
1.E8B79F|157+6|
1.E8B7A0|157+6|
1.E8B7A1|157+6|
1.E8B7A2|157+6|
1.E8B7A3|157+6|
1.E8B7A4|157+6|
1.E8B7A5|157+6|
1.E8B7A6|157+6|
1.E8B7A7|157+6|
1.E8B7A8|157+6|
1.E8B7A9|157+6|
1.E8B7AA|157+6|
1.E8B7AB|157+6|
1.E8B7AC|157+6|
1.E8B7AD|157+6|
1.E8B7AE|157+6|
1.E8B7AF|157+6|
1.E8B7B0|157+6|
1.E8B7B1|157+6|
1.E8B7B2|157+6|
1.E8B7B3|157+6|
1.E8B7B4|157+6|
1.E8B7B5|157+6|
1.E8B7B6|157+6|
1.E8B7B7|157+6|
1.E8B7B8|157+6|
1.E8B7B9|157+6|
1.E8B7BA|157+6|
1.E8B7BB|157+6|
1.E8B7BC|157+7|
1.E8B7BD|157+7|
1.E8B7BE|157+7|
1.E8B7BF|157+7|
1.E8B880|157+7|
1.E8B881|157+7|
1.E8B882|157+7|
1.E8B883|157+7|
1.E8B884|157+7|
1.E8B885|157+7|
1.E8B886|157+7|
1.E8B887|157+7|
1.E8B888|157+7|
1.E8B889|157+7|
1.E8B88A|157+7|
1.E8B88B|157+7|
1.E8B88C|157+7|
1.E8B88D|157+7|
1.E8B88E|157+7|
1.E8B88F|157+8|
1.E8B890|157+8|
1.E8B891|157+8|
1.E8B892|157+8|
1.E8B893|157+8|
1.E8B894|157+8|
1.E8B895|157+8|
1.E8B896|157+8|
1.E8B897|157+8|
1.E8B898|157+8|
1.E8B899|157+8|
1.E8B89A|157+8|
1.E8B89B|157+8|
1.E8B89C|157+8|
1.E8B89D|157+8|
1.E8B89E|157+8|
1.E8B89F|157+8|
1.E8B8A0|157+8|
1.E8B8A1|157+8|
1.E8B8A2|157+8|
1.E8B8A3|157+8|
1.E8B8A4|157+8|
1.E8B8A5|157+8|
1.E8B8A6|157+8|
1.E8B8A7|157+8|
1.E8B8A8|157+8|
1.E8B8A9|157+8|
1.E8B8AA|157+8|
1.E8B8AB|157+9|
1.E8B8AC|157+8|
1.E8B8AD|157+8|
1.E8B8AE|157+8|
1.E8B8AF|157+8|
1.E8B8B0|157+9|
1.E8B8B1|157+9|
1.E8B8B2|157+9|
1.E8B8B3|157+9|
1.E8B8B4|157+9|
1.E8B8B5|157+9|
1.E8B8B6|157+9|
1.E8B8B7|157+9|
1.E8B8B8|157+9|
1.E8B8B9|157+9|
1.E8B8BA|157+9|
1.E8B8BB|157+9|
1.E8B8BC|157+9|
1.E8B8BD|157+9|
1.E8B8BE|157+9|
1.E8B8BF|157+9|
1.E8B980|157+9|
1.E8B981|157+9|
1.E8B982|157+9|
1.E8B983|157+9|
1.E8B984|157+9|
1.E8B985|157+9|
1.E8B986|157+10|
1.E8B987|157+10|
1.E8B988|157+10|
1.E8B989|157+10|
1.E8B98A|157+10|
1.E8B98B|157+10|
1.E8B98C|157+10|
1.E8B98D|157+10|
1.E8B98E|157+10|
1.E8B98F|157+10|
1.E8B990|157+10|
1.E8B991|157+10|
1.E8B992|157+10|
1.E8B993|157+10|
1.E8B994|157+11|
1.E8B995|157+11|
1.E8B996|157+11|
1.E8B997|157+11|
1.E8B998|157+11|
1.E8B999|157+11|
1.E8B99A|157+11|
1.E8B99B|157+11|
1.E8B99C|157+11|
1.E8B99D|157+11|
1.E8B99E|157+11|
1.E8B99F|157+11|
1.E8B9A0|157+11|
1.E8B9A1|157+11|
1.E8B9A2|157+11|
1.E8B9A3|157+12|
1.E8B9A4|157+11|
1.E8B9A5|157+11|
1.E8B9A6|157+11|
1.E8B9A7|157+11|
1.E8B9A8|157+12|
1.E8B9A9|157+12|
1.E8B9AA|157+12|
1.E8B9AB|157+12|
1.E8B9AC|157+12|
1.E8B9AD|157+12|
1.E8B9AE|157+11|
1.E8B9AF|157+12|
1.E8B9B0|157+12|
1.E8B9B1|157+12|
1.E8B9B2|157+12|
1.E8B9B3|157+12|
1.E8B9B4|157+12|
1.E8B9B5|157+12|
1.E8B9B6|157+12|
1.E8B9B7|157+12|
1.E8B9B8|157+12|
1.E8B9B9|157+12|
1.E8B9BA|157+12|
1.E8B9BB|157+12|
1.E8B9BC|157+12|
1.E8B9BD|157+12|
1.E8B9BE|157+12|
1.E8B9BF|157+12|
1.E8BA80|157+12|
1.E8BA81|157+13|
1.E8BA82|157+13|
1.E8BA83|157+13|
1.E8BA84|157+14|
1.E8BA85|157+13|
1.E8BA86|157+13|
1.E8BA87|157+13|
1.E8BA88|157+13|
1.E8BA89|157+13|
1.E8BA8A|157+14|
1.E8BA8B|157+14|
1.E8BA8C|157+14|
1.E8BA8D|157+14|
1.E8BA8E|157+14|
1.E8BA8F|157+14|
1.E8BA90|157+15|
1.E8BA91|157+15|
1.E8BA92|157+15|
1.E8BA93|157+15|
1.E8BA94|157+15|
1.E8BA95|157+15|
1.E8BA96|157+15|
1.E8BA97|157+16|
1.E8BA98|157+16|
1.E8BA99|157+16|
1.E8BA9A|157+16|
1.E8BA9B|157+16|
1.E8BA9C|157+16|
1.E8BA9D|157+17|
1.E8BA9E|157+17|
1.E8BA9F|157+17|
1.E8BAA0|157+17|
1.E8BAA1|157+18|
1.E8BAA2|157+18|
1.E8BAA3|157+18|
1.E8BAA4|157+18|
1.E8BAA5|157+18|
1.E8BAA6|157+19|
1.E8BAA7|157+19|
1.E8BAA8|157+20|
1.E8BAA9|157+20|
1.E8BAAA|157+20|
1.E8BAAB|158|
1.E8BAAC|158+3|
1.E8BAAD|158+4|
1.E8BAAE|158+4|
1.E8BAAF|158+4|
1.E8BAB0|158+5|
1.E8BAB1|158+6|
1.E8BAB2|158+6|
1.E8BAB3|158+7|
1.E8BAB4|158+7|
1.E8BAB5|158+7|
1.E8BAB6|158+8|
1.E8BAB7|158+8|
1.E8BAB8|158+8|
1.E8BAB9|158+8|
1.E8BABA|158+8|
1.E8BABB|158+8|
1.E8BABC|158+8|
1.E8BABD|158+9|
1.E8BABE|158+9|
1.E8BABF|158+10|
1.E8BB80|158+11|
1.E8BB81|158+11|
1.E8BB82|158+12|
1.E8BB83|158+12|
1.E8BB84|158+12|
1.E8BB85|158+13|
1.E8BB86|158+13|
1.E8BB87|158+14|
1.E8BB88|158+17|
1.E8BB89|158+20|
1.E8BB8A|159|
1.E8BB8B|159+1|
1.E8BB8C|159+2|
1.E8BB8D|159+2|
1.E8BB8E|159+3|
1.E8BB8F|159+3|
1.E8BB90|159+3|
1.E8BB91|159+3|
1.E8BB92|159+3|
1.E8BB93|159+3|
1.E8BB94|159+3|
1.E8BB95|159+3|
1.E8BB96|159+4|
1.E8BB97|159+4|
1.E8BB98|159+4|
1.E8BB99|159+4|
1.E8BB9A|159+4|
1.E8BB9B|159+4|
1.E8BB9C|159+4|
1.E8BB9D|159+4|
1.E8BB9E|159+4|
1.E8BB9F|159+4|
1.E8BBA0|159+4|
1.E8BBA1|159+4|
1.E8BBA2|159+4|
1.E8BBA3|159+4|
1.E8BBA4|159+5|
1.E8BBA5|159+5|
1.E8BBA6|159+5|
1.E8BBA7|159+5|
1.E8BBA8|159+5|
1.E8BBA9|159+5|
1.E8BBAA|159+5|
1.E8BBAB|159+5|
1.E8BBAC|159+5|
1.E8BBAD|159+6|
1.E8BBAE|159+5|
1.E8BBAF|159+5|
1.E8BBB0|159+5|
1.E8BBB1|159+5|
1.E8BBB2|159+5|
1.E8BBB3|159+5|
1.E8BBB4|159+5|
1.E8BBB5|159+5|
1.E8BBB6|159+5|
1.E8BBB7|159+5|
1.E8BBB8|159+5|
1.E8BBB9|159+5|
1.E8BBBA|159+5|
1.E8BBBB|159+5|
1.E8BBBC|159+5|
1.E8BBBD|159+5|
1.E8BBBE|159+6|
1.E8BBBF|159+6|
1.E8BC80|159+6|
1.E8BC81|159+6|
1.E8BC82|159+6|
1.E8BC83|159+6|
1.E8BC84|159+6|
1.E8BC85|159+6|
1.E8BC86|159+6|
1.E8BC87|159+6|
1.E8BC88|159+6|
1.E8BC89|159+6|
1.E8BC8A|159+6|
1.E8BC8B|159+6|
1.E8BC8C|159+6|
1.E8BC8D|159+7|
1.E8BC8E|159+7|
1.E8BC8F|159+7|
1.E8BC90|159+7|
1.E8BC91|159+7|
1.E8BC92|159+7|
1.E8BC93|159+7|
1.E8BC94|159+7|
1.E8BC95|159+7|
1.E8BC96|159+8|
1.E8BC97|159+8|
1.E8BC98|159+8|
1.E8BC99|159+8|
1.E8BC9A|159+8|
1.E8BC9B|159+8|
1.E8BC9C|159+8|
1.E8BC9D|159+8|
1.E8BC9E|159+8|
1.E8BC9F|159+8|
1.E8BCA0|159+8|
1.E8BCA1|159+8|
1.E8BCA2|159+8|
1.E8BCA3|159+8|
1.E8BCA4|159+8|
1.E8BCA5|159+8|
1.E8BCA6|159+8|
1.E8BCA6|159+8|
1.E8BCA7|159+8|
1.E8BCA8|159+8|
1.E8BCA9|159+8|
1.E8BCAA|159+8|
1.E8BCAA|159+8|
1.E8BCAB|159+8|
1.E8BCAC|159+8|
1.E8BCAD|159+9|
1.E8BCAE|159+9|
1.E8BCAF|159+9|
1.E8BCB0|159+9|
1.E8BCB1|159+9|
1.E8BCB2|159+9|
1.E8BCB3|159+9|
1.E8BCB4|159+9|
1.E8BCB5|159+9|
1.E8BCB6|159+9|
1.E8BCB7|159+9|
1.E8BCB8|159+9|
1.E8BCB9|159+9|
1.E8BCBA|159+9|
1.E8BCBB|159+9|
1.E8BCBB|159+9|
1.E8BCBC|159+9|
1.E8BCBD|159+10|
1.E8BCBE|159+10|
1.E8BCBF|159+10|
1.E8BD80|159+10|
1.E8BD81|159+10|
1.E8BD82|159+10|
1.E8BD83|159+10|
1.E8BD84|159+10|
1.E8BD85|159+10|
1.E8BD86|159+11|
1.E8BD87|159+11|
1.E8BD88|159+11|
1.E8BD89|159+11|
1.E8BD8A|159+11|
1.E8BD8B|159+11|
1.E8BD8C|159+11|
1.E8BD8D|159+12|
1.E8BD8E|159+12|
1.E8BD8F|159+12|
1.E8BD90|159+12|
1.E8BD91|159+12|
1.E8BD92|159+12|
1.E8BD93|159+12|
1.E8BD94|159+12|
1.E8BD95|159+13|
1.E8BD96|159+13|
1.E8BD97|159+13|
1.E8BD98|159+13|
1.E8BD99|159+13|
1.E8BD9A|159+13|
1.E8BD9B|159+14|
1.E8BD9C|159+14|
1.E8BD9D|159+14|
1.E8BD9E|159+14|
1.E8BD9F|159+14|
1.E8BDA0|159+15|
1.E8BDA1|159+15|
1.E8BDA2|159+15|
1.E8BDA2|159+15|
1.E8BDA3|159+16|
1.E8BDA4|159+16|
1.E8BDA5|159+20|
1.E8BDA6|159+0|
1.E8BDA7|159+1|
1.E8BDA8|159+2|
1.E8BDA9|159+3|
1.E8BDAA|159+3|
1.E8BDAB|159+3|
1.E8BDAC|159+4|
1.E8BDAD|159+4|
1.E8BDAE|159+4|
1.E8BDAF|159+4|
1.E8BDB0|159+4|
1.E8BDB1|159+5|
1.E8BDB2|159+5|
1.E8BDB3|159+5|
1.E8BDB4|159+5|
1.E8BDB5|159+5|
1.E8BDB6|159+5|
1.E8BDB7|159+5|
1.E8BDB8|159+5|
1.E8BDB9|159+5|
1.E8BDBA|159+5|
1.E8BDBB|159+5|
1.E8BDBC|159+6|
1.E8BDBD|159+6|
1.E8BDBE|159+6|
1.E8BDBF|159+6|
1.E8BE80|159+6|
1.E8BE81|159+6|
1.E8BE82|159+6|
1.E8BE83|159+6|
1.E8BE84|159+7|
1.E8BE85|159+7|
1.E8BE86|159+7|
1.E8BE87|159+8|
1.E8BE88|159+8|
1.E8BE89|159+8|
1.E8BE8A|159+8|
1.E8BE8B|159+8|
1.E8BE8C|159+8|
1.E8BE8D|159+8|
1.E8BE8E|159+8|
1.E8BE8F|159+9|
1.E8BE90|159+9|
1.E8BE91|159+9|
1.E8BE92|159+9|
1.E8BE93|159+9|
1.E8BE94|159+9|
1.E8BE95|159+10|
1.E8BE96|159+10|
1.E8BE97|159+10|
1.E8BE98|159+11|
1.E8BE99|159+12|
1.E8BE9A|159+12|
1.E8BE9B|160|
1.E8BE9C|160+5|
1.E8BE9D|160+5|
1.E8BE9E|160+6|
1.E8BE9F|160+6|
1.E8BEA0|160+6|
1.E8BEA1|160+7|
1.E8BEA2|160+7|
1.E8BEA3|160+7|
1.E8BEA4|160+8|
1.E8BEA5|160+9|
1.E8BEA6|160+9|
1.E8BEA7|160+9|
1.E8BEA8|160+9|
1.E8BEA9|160+9|
1.E8BEAA|160+9|
1.E8BEAB|160+10|
1.E8BEAC|160+11|
1.E8BEAD|160+12|
1.E8BEAF|160+14|
1.E8BEB0|161|
1.E8BEB1|161+3|
1.E8BEB2|161+6|
1.E8BEB3|161+8|
1.E8BEB4|161+12|
1.E8BEB5|162|
1.E8BEB7|162+1|
1.E8BEB8|162+2|
1.E8BEB9|162+2|
1.E8BEBA|162+2|
1.E8BEBB|162+2|
1.E8BEBC|162+2|
1.E8BEBD|162+2|
1.E8BEBE|162+3|
1.E8BEBF|162+3|
1.E8BF80|162+3|
1.E8BF81|162+3|
1.E8BF82|162+3|
1.E8BF83|162+3|
1.E8BF84|162+3|
1.E8BF85|162+3|
1.E8BF86|162+3|
1.E8BF87|162+3|
1.E8BF88|162+3|
1.E8BF89|162+3|
1.E8BF8A|162+4|
1.E8BF8B|162+4|
1.E8BF8C|162+4|
1.E8BF8D|162+4|
1.E8BF8E|162+4|
1.E8BF8F|162+4|
1.E8BF90|162+4|
1.E8BF91|162+4|
1.E8BF92|162+4|
1.E8BF93|162+4|
1.E8BF94|162+4|
1.E8BF95|162+4|
1.E8BF96|162+4|
1.E8BF97|162+4|
1.E8BF98|162+4|
1.E8BF99|162+4|
1.E8BF9A|162+4|
1.E8BF9B|162+4|
1.E8BF9C|162+4|
1.E8BF9D|162+4|
1.E8BF9E|162+4|
1.E8BF9F|162+4|
1.E8BFA0|162+5|
1.E8BFA1|162+5|
1.E8BFA2|162+5|
1.E8BFA3|162+5|
1.E8BFA4|162+5|
1.E8BFA5|162+5|
1.E8BFA6|162+5|
1.E8BFA7|162+5|
1.E8BFA8|162+5|
1.E8BFA9|162+5|
1.E8BFAA|162+5|
1.E8BFAB|162+5|
1.E8BFAC|162+5|
1.E8BFAD|162+5|
1.E8BFAE|162+5|
1.E8BFAF|162+5|
1.E8BFB0|162+5|
1.E8BFB1|162+5|
1.E8BFB2|162+5|
1.E8BFB3|162+5|
1.E8BFB4|162+6|
1.E8BFB5|162+6|
1.E8BFB6|162+6|
1.E8BFB7|162+6|
1.E8BFB8|162+6|
1.E8BFB9|162+6|
1.E8BFBA|162+6|
1.E8BFBB|162+6|
1.E8BFBC|162+6|
1.E8BFBD|162+6|
1.E8BFBE|162+6|
1.E8BFBF|162+6|
1.E98080|162+6|
1.E98081|162+6|
1.E98082|162+6|
1.E98083|162+6|
1.E98084|162+6|
1.E98085|162+6|
1.E98086|162+6|
1.E98087|162+6|
1.E98088|162+6|
1.E98089|162+6|
1.E9808A|162+6|
1.E9808B|162+7|
1.E9808C|162+7|
1.E9808D|162+7|
1.E9808E|162+7|
1.E9808F|162+7|
1.E98090|162+7|
1.E98091|162+7|
1.E98092|162+7|
1.E98093|162+7|
1.E98094|162+7|
1.E98095|162+7|
1.E98096|162+7|
1.E98097|162+7|
1.E98098|162+7|
1.E98099|162+7|
1.E9809A|162+7|
1.E9809B|162+7|
1.E9809C|162+7|
1.E9809D|162+7|
1.E9809E|162+7|
1.E9809F|162+7|
1.E980A0|162+7|
1.E980A1|162+7|
1.E980A2|162+7|
1.E980A3|162+7|
1.E980A4|162+7|
1.E980A5|162+7|
1.E980A6|162+7|
1.E980A7|162+7|
1.E980A8|162+8|
1.E980A9|162+8|
1.E980AA|162+8|
1.E980AB|162+8|
1.E980AC|162+8|
1.E980AD|162+8|
1.E980AE|162+8|
1.E980AF|162+8|
1.E980B0|162+8|
1.E980B1|162+8|
1.E980B2|162+8|
1.E980B3|162+8|
1.E980B4|162+8|
1.E980B5|162+8|
1.E980B6|162+8|
1.E980B7|162+8|
1.E980B8|162+8|
1.E980B9|162+8|
1.E980BA|162+9|
1.E980BB|162+9|
1.E980BC|162+9|
1.E980BD|162+9|
1.E980BE|162+9|
1.E980BF|162+9|
1.E98180|162+9|
1.E98181|162+9|
1.E98182|162+9|
1.E98183|162+9|
1.E98184|162+9|
1.E98185|162+9|
1.E98186|162+9|
1.E98187|162+9|
1.E98188|162+9|
1.E98189|162+9|
1.E9818A|162+9|
1.E9818B|162+9|
1.E9818C|162+9|
1.E9818D|162+9|
1.E9818E|162+9|
1.E9818F|162+9|
1.E98190|162+9|
1.E98191|162+9|
1.E98192|162+9|
1.E98193|162+9|
1.E98194|162+9|
1.E98195|162+9|
1.E98196|162+9|
1.E98197|162+9|
1.E98198|162+10|
1.E98199|162+10|
1.E9819A|162+10|
1.E9819B|162+10|
1.E9819C|162+10|
1.E9819D|162+10|
1.E9819E|162+10|
1.E9819F|162+10|
1.E981A0|162+10|
1.E981A1|162+10|
1.E981A2|162+10|
1.E981A3|162+10|
1.E981A4|162+10|
1.E981A5|162+9|
1.E981A6|162+11|
1.E981A7|162+11|
1.E981A8|162+11|
1.E981A9|162+11|
1.E981AA|162+11|
1.E981AB|162+11|
1.E981AC|162+11|
1.E981AD|162+11|
1.E981AE|162+11|
1.E981AF|162+11|
1.E981B0|162+11|
1.E981B1|162+11|
1.E981B2|162+12|
1.E981B3|162+12|
1.E981B4|162+12|
1.E981B5|162+12|
1.E981B6|162+12|
1.E981B7|162+12|
1.E981B8|162+12|
1.E981B9|162+12|
1.E981BA|162+12|
1.E981BB|162+12|
1.E981BC|162+12|
1.E981BD|162+13|
1.E981BE|162+13|
1.E981BF|162+13|
1.E98280|162+13|
1.E98281|162+13|
1.E98282|162+13|
1.E98283|116+12|
1.E98284|162+13|
1.E98285|162+13|
1.E98286|162+12|
1.E98287|162+14|
1.E98288|162+14|
1.E98289|162+13|
1.E9828A|162+15|
1.E9828B|162+15|
1.E9828C|162+15|
1.E9828D|162+16|
1.E9828E|162+17|
1.E9828F|162+19|
1.E98290|162+19|
1.E98291|163|
1.E98293|163+2|
1.E98294|163+3|
1.E98295|163+3|
1.E98296|163+3|
1.E98297|163+3|
1.E98298|163+3|
1.E98299|163+3|
1.E9829A|163+3|
1.E9829B|163+3|
1.E9829C|163+3|
1.E9829D|163+3|
1.E9829E|163+4|
1.E9829F|163+4|
1.E982A0|163+4|
1.E982A1|163+4|
1.E982A2|163+4|
1.E982A3|163+4|
1.E982A4|163+4|
1.E982A5|163+4|
1.E982A6|163+4|
1.E982A7|163+4|
1.E982A8|163+4|
1.E982A9|163+4|
1.E982AA|163+4|
1.E982AB|163+4|
1.E982AC|163+4|
1.E982AD|163+5|
1.E982AE|163+5|
1.E982AF|163+5|
1.E982B0|163+5|
1.E982B1|163+5|
1.E982B2|163+5|
1.E982B3|163+5|
1.E982B4|163+5|
1.E982B5|163+5|
1.E982B6|163+5|
1.E982B7|163+5|
1.E982B8|163+5|
1.E982B9|163+5|
1.E982BA|163+5|
1.E982BB|163+5|
1.E982BC|163+6|
1.E982BD|163+6|
1.E982BE|163+6|
1.E982BF|163+6|
1.E98380|163+6|
1.E98381|163+6|
1.E98382|163+6|
1.E98383|163+6|
1.E98384|163+6|
1.E98385|163+6|
1.E98386|163+6|
1.E98387|163+6|
1.E98388|163+6|
1.E98389|163+6|
1.E9838A|163+6|
1.E9838B|163+6|
1.E9838C|163+6|
1.E9838D|163+6|
1.E9838E|163+6|
1.E9838F|163+6|
1.E98390|163+6|
1.E98391|163+6|
1.E98392|163+7|
1.E98393|163+6|
1.E98394|163+7|
1.E98395|163+7|
1.E98396|163+7|
1.E98397|163+7|
1.E98398|163+7|
1.E98399|163+7|
1.E9839A|163+7|
1.E9839B|163+7|
1.E9839C|163+7|
1.E9839D|163+7|
1.E9839E|163+7|
1.E9839F|163+7|
1.E983A0|163+7|
1.E983A1|163+7|
1.E983A2|163+7|
1.E983A3|163+7|
1.E983A4|163+7|
1.E983A5|163+7|
1.E983A6|163+7|
1.E983A7|163+7|
1.E983A8|163+8|
1.E983A9|163+8|
1.E983AA|163+8|
1.E983AB|163+8|
1.E983AC|163+8|
1.E983AD|163+8|
1.E983AE|163+8|
1.E983AF|163+8|
1.E983B0|163+8|
1.E983B1|163+8|
1.E983B2|163+8|
1.E983B3|163+8|
1.E983B4|163+8|
1.E983B5|163+8|
1.E983B6|163+8|
1.E983B7|163+8|
1.E983B8|163+8|
1.E983B9|163+8|
1.E983BA|163+8|
1.E983BB|163+8|
1.E983BC|163+8|
1.E983BD|163+8|
1.E983BE|163+9|
1.E983BF|163+9|
1.E98480|163+9|
1.E98481|163+9|
1.E98482|163+9|
1.E98483|163+9|
1.E98484|163+9|
1.E98485|163+9|
1.E98486|163+9|
1.E98487|163+9|
1.E98488|163+9|
1.E98489|163+9|
1.E9848A|163+9|
1.E9848B|163+10|
1.E9848C|163+10|
1.E9848D|163+10|
1.E9848E|163+10|
1.E9848F|163+10|
1.E98490|163+10|
1.E98491|163+10|
1.E98492|163+10|
1.E98493|163+10|
1.E98494|163+10|
1.E98495|163+10|
1.E98496|163+10|
1.E98497|163+10|
1.E98498|163+11|
1.E98499|163+11|
1.E9849A|163+11|
1.E9849B|163+11|
1.E9849C|163+11|
1.E9849D|163+11|
1.E9849E|163+11|
1.E9849F|163+11|
1.E984A0|163+11|
1.E984A1|163+11|
1.E984A2|163+11|
1.E984A3|163+11|
1.E984A4|163+11|
1.E984A5|163+11|
1.E984A6|163+12|
1.E984A7|163+12|
1.E984A8|163+12|
1.E984A9|163+12|
1.E984AA|163+12|
1.E984AB|163+12|
1.E984AC|163+12|
1.E984AD|163+12|
1.E984AE|163+12|
1.E984AF|163+12|
1.E984B0|163+12|
1.E984B1|163+12|
1.E984B2|163+12|
1.E984B3|163+13|
1.E984B4|163+13|
1.E984B5|163+13|
1.E984B6|163+13|
1.E984B7|163+13|
1.E984B8|163+14|
1.E984B9|163+14|
1.E984BA|163+15|
1.E984BB|163+15|
1.E984BC|163+15|
1.E984BD|163+15|
1.E984BE|163+15|
1.E984BF|163+16|
1.E98580|163+16|
1.E98581|163+17|
1.E98582|163+16|
1.E98583|163+17|
1.E98584|163+18|
1.E98585|163+18|
1.E98586|163+18|
1.E98587|163+19|
1.E98588|163+19|
1.E98589|164|
1.E9858A|164+2|
1.E9858B|164+2|
1.E9858C|164+3|
1.E9858D|164+3|
1.E9858E|164+3|
1.E9858F|164+3|
1.E98590|164+3|
1.E98591|164+3|
1.E98592|164+3|
1.E98593|164+4|
1.E98594|164+4|
1.E98595|164+4|
1.E98596|164+4|
1.E98597|164+4|
1.E98598|164+4|
1.E98599|164+4|
1.E9859A|164+4|
1.E9859B|164+4|
1.E9859C|164+4|
1.E9859D|164+4|
1.E9859E|164+4|
1.E9859F|164+5|
1.E985A0|164+5|
1.E985A1|164+5|
1.E985A2|164+5|
1.E985A3|164+5|
1.E985A4|164+5|
1.E985A5|164+5|
1.E985A6|164+6|
1.E985A7|164+6|
1.E985A8|164+6|
1.E985A9|164+6|
1.E985AA|164+6|
1.E985AB|164+6|
1.E985AC|164+6|
1.E985AD|164+6|
1.E985AE|164+6|
1.E985AF|164+6|
1.E985B0|164+6|
1.E985B1|164+6|
1.E985B2|164+7|
1.E985B3|164+7|
1.E985B4|164+7|
1.E985B5|164+7|
1.E985B6|164+7|
1.E985B7|164+7|
1.E985B8|164+7|
1.E985B9|164+7|
1.E985BA|164+7|
1.E985BB|164+7|
1.E985BC|164+7|
1.E985BD|164+7|
1.E985BE|164+7|
1.E985BF|164+7|
1.E98680|164+8|
1.E98681|164+8|
1.E98682|164+8|
1.E98683|164+8|
1.E98684|164+8|
1.E98685|164+8|
1.E98686|164+8|
1.E98687|164+8|
1.E98688|164+8|
1.E98689|164+8|
1.E9868A|164+8|
1.E9868B|164+8|
1.E9868C|164+8|
1.E9868D|164+9|
1.E9868E|164+9|
1.E9868F|164+9|
1.E98690|164+9|
1.E98691|164+9|
1.E98692|164+9|
1.E98693|164+9|
1.E98694|164+9|
1.E98695|164+9|
1.E98696|164+9|
1.E98697|164+9|
1.E98698|164+10|
1.E98699|164+10|
1.E9869A|164+10|
1.E9869B|164+10|
1.E9869C|164+10|
1.E9869D|164+10|
1.E9869E|164+10|
1.E9869F|164+10|
1.E986A0|164+10|
1.E986A1|164+10|
1.E986A2|164+10|
1.E986A3|164+10|
1.E986A4|164+10|
1.E986A5|164+11|
1.E986A6|164+11|
1.E986A7|164+11|
1.E986A8|164+11|
1.E986A9|164+11|
1.E986AA|164+11|
1.E986AB|164+11|
1.E986AC|164+11|
1.E986AD|164+12|
1.E986AE|164+12|
1.E986AF|164+12|
1.E986B0|164+12|
1.E986B1|164+12|
1.E986B2|164+13|
1.E986B3|164+13|
1.E986B4|164+13|
1.E986B5|164+13|
1.E986B6|164+13|
1.E986B7|164+13|
1.E986B8|164+13|
1.E986B9|164+14|
1.E986BA|164+14|
1.E986BB|164+14|
1.E986BC|164+16|
1.E986BD|164+17|
1.E986BE|164+17|
1.E986BF|164+17|
1.E98780|164+17|
1.E98781|164+18|
1.E98782|164+18|
1.E98783|164+19|
1.E98784|164+19|
1.E98785|164+20|
1.E98786|165|
1.E98787|165+1|
1.E98788|165+4|
1.E98789|165+5|
1.E9878A|165+5|
1.E9878B|165+13|
1.E9878C|166|
1.E9878D|166+2|
1.E9878E|166+4|
1.E9878F|166+5|
1.E98790|166+11|
1.E98791|167|
1.E98793|167+1|
1.E98794|167+1|
1.E98795|167+2|
1.E98796|167+2|
1.E98797|167+2|
1.E98798|167+2|
1.E98799|167+2|
1.E9879A|167+2|
1.E9879B|167+2|
1.E9879C|167+2|
1.E9879D|167+2|
1.E9879E|167+2|
1.E9879F|167+2|
1.E987A0|167+2|
1.E987A1|167+2|
1.E987A2|167+2|
1.E987A3|167+3|
1.E987A4|167+3|
1.E987A5|167+3|
1.E987A6|167+3|
1.E987A7|167+3|
1.E987A8|167+3|
1.E987A9|167+3|
1.E987AA|167+3|
1.E987AB|167+3|
1.E987AC|167+3|
1.E987AD|167+3|
1.E987AE|167+3|
1.E987AF|167+3|
1.E987B0|167+3|
1.E987B1|167+3|
1.E987B2|167+3|
1.E987B3|167+3|
1.E987B4|167+3|
1.E987B5|167+3|
1.E987B6|167+3|
1.E987B7|167+3|
1.E987B8|167+3|
1.E987B9|167+3|
1.E987BA|167+3|
1.E987BB|167+3|
1.E987BC|167+3|
1.E987BD|167+4|
1.E987BE|167+4|
1.E987BF|167+4|
1.E98880|167+4|
1.E98881|167+4|
1.E98882|167+4|
1.E98883|167+4|
1.E98884|167+4|
1.E98885|167+4|
1.E98886|167+4|
1.E98887|167+4|
1.E98888|167+4|
1.E98889|167+4|
1.E9888A|167+4|
1.E9888B|167+4|
1.E9888C|167+4|
1.E9888D|167+4|
1.E9888E|167+4|
1.E9888F|167+4|
1.E98890|167+4|
1.E98891|167+4|
1.E98892|167+4|
1.E98893|167+4|
1.E98894|167+4|
1.E98895|167+4|
1.E98896|167+4|
1.E98897|167+4|
1.E98898|167+4|
1.E98899|167+4|
1.E9889A|167+4|
1.E9889B|167+4|
1.E9889C|167+4|
1.E9889D|167+4|
1.E9889E|167+4|
1.E9889F|167+4|
1.E988A0|167+4|
1.E988A1|167+4|
1.E988A2|167+4|
1.E988A3|167+4|
1.E988A4|167+4|
1.E988A5|167+4|
1.E988A6|167+4|
1.E988A7|167+4|
1.E988A8|167+4|
1.E988A9|167+4|
1.E988AA|167+4|
1.E988AB|167+4|
1.E988AC|167+4|
1.E988AD|167+5|
1.E988AE|167+5|
1.E988AF|167+5|
1.E988B0|167+5|
1.E988B1|167+5|
1.E988B2|167+5|
1.E988B3|167+5|
